user_screen_name,user_description,text,clean_text,type,pollen_phenology,climate_change,belief,sentiment,causation,direction,science
FOX13News,"Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere stories.",Feeling like your allergies have been getting worse the past few years? A new study suggests that climate change is making pollen seasons longer and more intense.​  https://t.co/fhmZCAa4mI,Feeling like your allergies have been getting worse the past few years A new study suggests that climate change is making pollen seasons longer and more intense,organic,,,,,,,
Monii4654,11/21/15💕 Pastry chef. ‘19👩🏽‍🍳🎓cash app $Monika85,RT @FOX4: Feeling like your allergies have been getting worse the past few years? A new study suggests that climate change is making pollen…,FOX Feeling like your allergies have been getting worse the past few years A new study suggests that climate change is making pollen,retweet,,,,,,,
byrd2_jr,"I'm a hardworking man running errands and feeling horny, I'm seeking new adventures and I love watching videos and al sorts. I have two phones.","RT @FOX2News: Pollen seasons in the US getting longer, more intense due to climate change, study finds https://t.co/j9V4iP6454 https://t.co…",FOX News Pollen seasons in the US getting longer more intense due to climate change study finds,retweet,,,,,,,
fox5dc,"We cover breaking news in Washington #DC, Maryland & Virginia. NEWS TIPS: 202-895-3000 or fox5tips@foxtv.com. Online: http://www.fox5dc.com. Facebook: FOX 5 DC","Pollen seasons in the US getting longer, more intense due to climate change, study finds https://t.co/FrMUJ5skFg",Pollen seasons in the US getting longer more intense due to climate change study finds,organic,,,,,,,
kesters2,Healthcare emergency preparedness manager & certified health education specialist residing at the intersection of weather and health. LSU alum x3 💜💛,"So very excited about @cdc Climate and Health program’s upcoming 3/31 webinar on the links between climate change, pollen, and public health. This piques my interest bc I’m interested in climate/weather and struggle with asthma during pollen seasons. Will post registration link:",So very excited about Climate and Health program s upcoming webinar on the links between climate change pollen and public health This piques my interest bc I m interested in climate weather and struggle with asthma during pollen seasons Will post registration link,organic,,,,,,,
LisaHuttoMD,"Lisa Hutto, MD of Palmetto Allergy & Asthma - the Midland's leading specialist in the treatment of nasal allergy, sinus disease and asthma conditions.","Looking back approximately three decades, pollen seasons now last on average 20 extra days in North America, and pollen concentrations have increased about 21% over the years—in part driven by anthropogenic global warming. https://t.co/EoRx40Kq6U",Looking back approximately three decades pollen seasons now last on average extra days in North America and pollen concentrations have increased about over the years in part driven by anthropogenic global warming,organic,,,,,,,
Darkario,just a fan of art and memes.,RT @oofRowdy: It’s always pollen season in the climate controlled greenhouse. https://t.co/oz7Evds0tb,oofRowdy It s always pollen season in the climate controlled greenhouse,retweet,,,,,,,
RadiantHealthPr,"Mark has been in search of radiant health, both in his own life and in his practice; viewing health and healing as a life long process or “path”",Pollen can raise your risk of COVID-19 – and the season is getting longer thanks to climate change https://t.co/Nvd9p6g2Qt via @ConversationUS,Pollen can raise your risk of COVID and the season is getting longer thanks to climate change via ConversationUS,organic,,,,,,,
KUER,"Local news, Utah stories and @RadioWest • 90.1 FM, NPR Utah","Over the last 30 years, allergy seasons across North America have gotten longer and more intense according to a new study led by @UUtah ecologist William Anderegg. Climate change has brought warmer temperatures, leading to an increase in pollen production. https://t.co/gD30oWZW4Y",Over the last years allergy seasons across North America have gotten longer and more intense according to a new study led by UUtah ecologist William Anderegg Climate change has brought warmer temperatures leading to an increase in pollen production,reply,,,,,,,
ISRreports,"Market research company specializing in clinical drug development, sales/marketing, #pharma services, outsourcing, and customer satisfaction","Look out for a double (triple?) whammy this #allergy season. Not only can pollen raise your risk of #covid19, but allergy season is lasting longer due to climate change. Bet you can guess what precaution scientists recommend—wear a #mask!
https://t.co/lYPz74qbr2",Look out for a double triple whammy this allergy season Not only can pollen raise your risk of covid but allergy season is lasting longer due to climate change Bet you can guess what precaution scientists recommend wear a mask,organic,,,,,,,
MattCrespi,Social scientist. Networks & healthcare researcher. CMU Corporate Startup Lab Co-Founder. Policy analyst/advisor. Enthusiast of graphs and sandwiches.,"@alixabeth @JennMJacksonPhD A warming climate increases pollen production in plants and extends the length of ""pollen season."" And in general, air pollutants can cause or exacerbate allergies.  If it feels like almost every year contains the new ""worst allergy season on record,"" that's about right.",JennMJacksonPhD A warming climate increases pollen production in plants and extends the length of pollen season And in general air pollutants can cause or exacerbate allergies If it feels like almost every year contains the new worst allergy season on record that's about right,reply,,,,,,,
CK__1009,KY 🐎 and Las Vegas ♠️♣️,"@LEX18News Hahahhahhahaha climate change.   It’s because we have been locked up in quarantine, masked up, and now that pollen is out, allergies are back",LEX News Hahahhahhahaha climate change It s because we have been locked up in quarantine masked up and now that pollen is out allergies are back,reply,,,,,,,
USGS,Science is only a tweet away. Tweets do not = endorsement: http://on.doi.gov/pgwu0Y,#Pollen does more than make you sneeze! USGS scientists use pollen to understand #climate change and have analyzed pollen as old as 440 million years. https://t.co/eJRbPIEM03 #Science #ClimateChange #Paleoclimate #Spring https://t.co/nbr2ym9RYN,Pollen does more than make you sneeze USGS scientists use pollen to understand climate change and have analyzed pollen as old as million years Science ClimateChange Paleoclimate Spring,organic,,,,,,,
DrYangoEugenio,"Care Center for Allergy & Asthma specializes in awareness, prevention of allergic, asthmatic & immunologic diseases for all ages","‼️ INFORMATION ‼️

Why is pollen season lasting longer?

As the climate changes, we’re seeing three things that relate specifically to pollen.

One is an earlier start to pollen season. Spring changes are starting earlier, and there are signals globally of exposure to.. https://t.co/aw5uk4cFsF",INFORMATION Why is pollen season lasting longer As the climate changes we re seeing three things that relate specifically to pollen One is an earlier start to pollen season Spring changes are starting earlier and there are signals globally of exposure to,organic,,,,,,,
WBFFAmy,"Certified Broadcast Meteorologist at WBFF, Baltimore",The recent rain brought us brief relief from the pollen but tree pollen will skyrocket today and tomorrow with warming temperatures. Join me on #Fox45 Morning news for your pollen outlook 🤧 #mdwx https://t.co/Ol93X4GPzS,The recent rain brought us brief relief from the pollen but tree pollen will skyrocket today and tomorrow with warming temperatures Join me on Fox Morning news for your pollen outlook mdwx,organic,,,,,,,
CelloMomOnCars,Climate-friendly cars that fit the planet and the budget - and the cello,"“Here we have a dynamic vegetation model that predicts – and displays on a map – the expected increase in pollen concentrations in a future climate,” Skjøth said.

https://t.co/BIYaoj7Yu6?",Here we have a dynamic vegetation model that predicts and displays on a map the expected increase in pollen concentrations in a future climate Skjth said,organic,,,,,,,
NCSE,Promoting and defending accurate and effective evolution and climate education.,"Climate change is projected to potentially increase the severity of the pollen season by more than half.

#ClimateChange #SciComm 

https://t.co/uYRHuQHA2z",Climate change is projected to potentially increase the severity of the pollen season by more than half ClimateChange SciComm,organic,,,,,,,
BillWadell,Dog Dad. Gluten Intolerant. Nature Lover. Multimedia Journalist with The AccuWeather Network ✈️🌩🌤🎤📹💻,"Rising temperatures and more precipitation = prime pollen conditions. 

Experts at @AAFANational say climate change has led to an earlier and longer #allergy season. 

MORE: @accuweather 2021 Spring Allergy Forecast: https://t.co/uyTr3j0ZVy https://t.co/LVZApDFFPx",Rising temperatures and more precipitation prime pollen conditions Experts at AAFANational say climate change has led to an earlier and longer allergy season MORE Spring Allergy Forecast,organic,,,,,,,
AAFANational,"Asthma and Allergy Foundation of America the oldest and largest nonprofit patient group fighting to save lives via advocacy, research, education and support.","RT @BillWadell: Rising temperatures and more precipitation = prime pollen conditions. 

Experts at @AAFANational say climate change has led…",BillWadell Rising temperatures and more precipitation prime pollen conditions Experts at AAFANational say climate change has led,retweet,,,,,,,
PublicHealthMap,"Empowering people with greater understanding about #PublicHealth, #Maps & everything in between. #PublicHealthMaps | #GIS | #EpiTwitter | #Education
🌍⚕️🗺️","RT @nehaorg: Climate change contributes to increased production of pollen and lengthened pollen seasons, which can worsen allergies and ast…",Climate change contributes to increased production of pollen and lengthened pollen seasons which can worsen allergies and ast,retweet,,,,,,,
